"Name","URI","Region GSS code","Period","Sales volume","Reporting period","House price index All property types","Pivotable date"
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2007-04,10870,monthly,87.38,2007-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2007-04,12568,monthly,69.21,2007-04-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2007-04,15898,monthly,85.16,2007-04-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2007-04,10207,monthly,95.21,2007-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-04,4428,monthly,106.39,2007-04-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2007-05,12580,monthly,88.22,2007-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2007-05,14059,monthly,70.18,2007-05-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2007-05,18656,monthly,86.87,2007-05-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2007-05,11573,monthly,96.72,2007-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-05,5047,monthly,107.2,2007-05-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2007-06,14300,monthly,89.76,2007-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2007-06,15799,monthly,70.98,2007-06-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2007-06,21237,monthly,87.48,2007-06-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2007-06,12697,monthly,97.43,2007-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-06,5925,monthly,108.27,2007-06-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2007-07,13379,monthly,90.6,2007-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2007-07,16037,monthly,73.4,2007-07-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2007-07,20581,monthly,89.03,2007-07-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2007-07,12180,monthly,98.7,2007-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-07,5387,monthly,108.15,2007-07-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2007-08,14300,monthly,91.22,2007-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2007-08,16824,monthly,73.89,2007-08-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2007-08,22453,monthly,89.11,2007-08-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2007-08,13440,monthly,99.31,2007-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-08,5719,monthly,110.41,2007-08-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2007-09,11250,monthly,91.6,2007-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2007-09,13748,monthly,74.08,2007-09-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2007-09,17077,monthly,89.98,2007-09-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2007-09,10286,monthly,99.9,2007-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-09,4391,monthly,109.56,2007-09-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2007-10,11926,monthly,91.52,2007-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2007-10,13890,monthly,74.11,2007-10-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2007-10,18164,monthly,90.18,2007-10-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2007-10,10733,monthly,99.42,2007-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-10,4766,monthly,110.05,2007-10-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2007-11,11664,monthly,91.83,2007-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2007-11,13174,monthly,73.89,2007-11-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2007-11,17067,monthly,90.12,2007-11-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2007-11,10170,monthly,99.41,2007-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-11,4822,monthly,109.08,2007-11-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2007-12,9530,monthly,91.73,2007-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2007-12,9938,monthly,73.97,2007-12-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2007-12,13779,monthly,89.52,2007-12-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2007-12,8667,monthly,98.25,2007-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2007-12,4074,monthly,108.24,2007-12-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-01,6358,monthly,90.98,2008-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-01,8541,monthly,74.12,2008-01-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-01,9842,monthly,88.84,2008-01-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-01,5812,monthly,97.68,2008-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-01,2536,monthly,107.5,2008-01-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-02,6858,monthly,90.17,2008-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-02,8773,monthly,73.4,2008-02-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-02,10386,monthly,87.53,2008-02-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-02,6075,monthly,95.7,2008-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-02,2682,monthly,106.23,2008-02-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-03,6473,monthly,89.1,2008-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-03,8002,monthly,72.88,2008-03-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-03,9643,monthly,87.78,2008-03-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-03,5667,monthly,94.99,2008-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-03,2923,monthly,103.93,2008-03-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-04,7055,monthly,88.55,2008-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-04,8074,monthly,73.07,2008-04-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-04,10465,monthly,87.17,2008-04-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-04,6612,monthly,95.43,2008-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-04,3056,monthly,104.15,2008-04-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-05,7282,monthly,89.38,2008-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-05,8075,monthly,73.27,2008-05-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-05,11241,monthly,87.63,2008-05-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-05,7034,monthly,95.57,2008-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-05,3327,monthly,104.85,2008-05-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-06,6476,monthly,88.02,2008-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-06,7540,monthly,72.01,2008-06-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-06,10213,monthly,86.54,2008-06-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-06,6295,monthly,93.75,2008-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-06,3037,monthly,104.21,2008-06-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-07,5979,monthly,87.75,2008-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-07,6935,monthly,72.05,2008-07-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-07,9011,monthly,86.01,2008-07-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-07,5618,monthly,93.05,2008-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-07,2518,monthly,101.29,2008-07-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-08,5463,monthly,84.63,2008-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-08,5982,monthly,69.93,2008-08-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-08,8965,monthly,83.26,2008-08-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-08,5276,monthly,91.27,2008-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-08,2221,monthly,102.58,2008-08-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-09,4712,monthly,82.54,2008-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-09,5191,monthly,68.63,2008-09-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-09,7326,monthly,81.24,2008-09-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-09,4612,monthly,89.58,2008-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-09,2032,monthly,97.41,2008-09-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-10,5162,monthly,80.47,2008-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-10,5225,monthly,66.28,2008-10-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-10,7821,monthly,78.92,2008-10-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-10,5068,monthly,87.58,2008-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-10,2391,monthly,98.42,2008-10-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-11,4194,monthly,78.19,2008-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-11,4078,monthly,64.2,2008-11-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-11,6293,monthly,76.68,2008-11-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-11,4088,monthly,84.42,2008-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-11,1868,monthly,96.44,2008-11-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2008-12,4628,monthly,77.47,2008-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2008-12,4505,monthly,63.02,2008-12-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2008-12,7110,monthly,75.65,2008-12-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2008-12,4822,monthly,82.34,2008-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2008-12,1985,monthly,95.05,2008-12-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-01,3100,monthly,76.89,2009-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-01,3269,monthly,62.83,2009-01-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-01,5129,monthly,73.46,2009-01-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-01,3040,monthly,81.49,2009-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-01,1172,monthly,91.83,2009-01-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-02,3275,monthly,75.18,2009-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-02,3251,monthly,62.02,2009-02-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-02,4907,monthly,72.39,2009-02-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-02,3286,monthly,81.39,2009-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-02,1289,monthly,91.1,2009-02-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-03,4230,monthly,73.71,2009-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-03,4097,monthly,61.38,2009-03-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-03,6482,monthly,72.18,2009-03-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-03,4207,monthly,80.64,2009-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-03,2013,monthly,90.42,2009-03-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-04,4718,monthly,74.87,2009-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-04,4323,monthly,60.9,2009-04-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-04,7214,monthly,72.91,2009-04-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-04,4753,monthly,80.5,2009-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-04,1943,monthly,92.07,2009-04-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-05,5438,monthly,76.19,2009-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-05,5011,monthly,62.06,2009-05-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-05,8509,monthly,74.29,2009-05-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-05,5754,monthly,81.82,2009-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-05,2278,monthly,93.54,2009-05-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-06,6370,monthly,76.14,2009-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-06,6001,monthly,62.95,2009-06-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-06,10151,monthly,75.26,2009-06-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-06,6581,monthly,83.61,2009-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-06,2548,monthly,92.51,2009-06-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-07,7811,monthly,78.17,2009-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-07,7900,monthly,64.49,2009-07-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-07,12207,monthly,76.48,2009-07-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-07,7644,monthly,84.53,2009-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-07,2990,monthly,94.22,2009-07-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-08,7446,monthly,79.1,2009-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-08,7548,monthly,65.06,2009-08-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-08,11294,monthly,78.06,2009-08-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-08,7145,monthly,85.42,2009-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-08,2514,monthly,94.58,2009-08-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-09,7225,monthly,80.04,2009-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-09,7920,monthly,66.4,2009-09-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-09,11320,monthly,79.07,2009-09-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-09,7165,monthly,86.66,2009-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-09,2644,monthly,94.92,2009-09-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-10,8142,monthly,80.14,2009-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-10,8449,monthly,66.72,2009-10-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-10,12281,monthly,79.48,2009-10-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-10,7984,monthly,86.9,2009-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-10,3004,monthly,96.0,2009-10-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-11,7780,monthly,80.84,2009-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-11,7962,monthly,66.24,2009-11-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-11,11681,monthly,80.1,2009-11-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-11,7375,monthly,87.34,2009-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-11,2757,monthly,96.32,2009-11-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2009-12,10064,monthly,81.21,2009-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2009-12,9500,monthly,67.05,2009-12-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2009-12,14941,monthly,79.92,2009-12-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2009-12,9799,monthly,87.76,2009-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2009-12,3405,monthly,97.67,2009-12-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-01,4253,monthly,82.32,2010-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-01,6212,monthly,69.44,2010-01-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-01,6601,monthly,82.29,2010-01-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-01,3872,monthly,88.5,2010-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-01,1499,monthly,93.82,2010-01-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-02,5034,monthly,82.37,2010-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-02,6312,monthly,69.2,2010-02-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-02,8008,monthly,82.06,2010-02-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-02,4734,monthly,88.84,2010-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-02,1901,monthly,93.98,2010-02-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-03,6272,monthly,82.44,2010-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-03,7308,monthly,69.62,2010-03-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-03,9308,monthly,81.81,2010-03-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-03,5742,monthly,88.54,2010-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-03,2379,monthly,95.98,2010-03-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-04,6253,monthly,83.73,2010-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-04,7032,monthly,70.0,2010-04-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-04,9428,monthly,82.41,2010-04-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-04,6178,monthly,89.49,2010-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-04,2553,monthly,96.77,2010-04-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-05,6323,monthly,84.11,2010-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-05,7106,monthly,69.94,2010-05-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-05,9441,monthly,83.23,2010-05-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-05,6113,monthly,90.43,2010-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-05,2543,monthly,97.31,2010-05-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-06,7455,monthly,83.93,2010-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-06,8756,monthly,70.63,2010-06-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-06,11478,monthly,83.84,2010-06-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-06,7417,monthly,90.8,2010-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-06,3013,monthly,96.86,2010-06-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-07,8121,monthly,85.35,2010-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-07,9461,monthly,72.68,2010-07-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-07,12572,monthly,84.79,2010-07-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-07,7788,monthly,91.42,2010-07-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-07,2987,monthly,98.45,2010-07-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-08,7590,monthly,85.03,2010-08-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-08,8570,monthly,72.15,2010-08-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-08,11769,monthly,84.62,2010-08-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-08,7117,monthly,92.15,2010-08-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-08,2692,monthly,97.29,2010-08-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-09,6902,monthly,85.45,2010-09-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-09,8194,monthly,72.01,2010-09-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-09,10823,monthly,84.8,2010-09-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-09,6796,monthly,91.98,2010-09-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-09,2542,monthly,97.81,2010-09-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-10,7186,monthly,84.08,2010-10-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-10,7871,monthly,71.03,2010-10-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-10,10583,monthly,83.56,2010-10-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-10,6862,monthly,91.21,2010-10-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-10,2873,monthly,97.79,2010-10-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-11,6925,monthly,83.79,2010-11-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-11,7663,monthly,70.07,2010-11-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-11,10240,monthly,83.0,2010-11-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-11,6509,monthly,90.05,2010-11-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-11,2776,monthly,93.61,2010-11-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2010-12,7059,monthly,83.41,2010-12-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2010-12,7448,monthly,70.83,2010-12-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2010-12,10343,monthly,82.56,2010-12-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2010-12,6617,monthly,89.13,2010-12-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2010-12,2715,monthly,94.72,2010-12-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-01,4582,monthly,82.98,2011-01-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-01,5870,monthly,71.49,2011-01-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-01,6847,monthly,81.81,2011-01-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-01,3992,monthly,88.78,2011-01-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-01,1682,monthly,93.85,2011-01-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-02,4828,monthly,82.03,2011-02-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-02,5796,monthly,70.8,2011-02-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-02,7278,monthly,82.01,2011-02-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-02,4297,monthly,88.16,2011-02-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-02,1841,monthly,93.99,2011-02-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-03,5514,monthly,82.59,2011-03-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-03,6675,monthly,71.27,2011-03-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-03,8146,monthly,81.47,2011-03-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-03,5123,monthly,88.12,2011-03-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-03,2280,monthly,91.91,2011-03-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-04,5923,monthly,82.97,2011-04-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-04,6903,monthly,72.98,2011-04-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-04,9007,monthly,82.38,2011-04-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-04,5864,monthly,88.43,2011-04-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-04,2285,monthly,94.91,2011-04-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-05,5900,monthly,83.09,2011-05-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-05,6460,monthly,70.68,2011-05-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-05,8827,monthly,82.53,2011-05-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-05,5577,monthly,88.04,2011-05-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-05,2257,monthly,94.08,2011-05-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-06,7044,monthly,82.84,2011-06-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-06,7846,monthly,70.97,2011-06-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-06,10180,monthly,82.75,2011-06-01
South West,http://landregistry.data.gov.uk/id/region/south-west,E12000009,2011-06,6522,monthly,89.02,2011-06-01
Wales,http://landregistry.data.gov.uk/id/region/wales,W92000004,2011-06,2721,monthly,94.21,2011-06-01
East of England,http://landregistry.data.gov.uk/id/region/east-of-england,E12000006,2011-07,7659,monthly,84.02,2011-07-01
London,http://landregistry.data.gov.uk/id/region/london,E12000007,2011-07,8742,monthly,73.44,2011-07-01
South East,http://landregistry.data.gov.uk/id/region/south-east,E12000008,2011-07,11588,monthly,83.82,2011-07-01
